gvkey,datadate,iid,tic,cusip,conm,tpci,cik
064919,31/1/05,01,3SVUL,85815A103,STEEL VAULT CORP,0,0001037417
064920,31/1/05,01,HLOSF,40637D306,HALO RESOURCES LTD,0,0001050807
064923,31/1/05,01,GLBH,37948L209,GLOBALTECH HOLDINGS INC,0,0000943770
064925,31/1/05,01,BXP,101121101,BXP INC,0,0001037540
064929,31/1/05,01,SLP,829214105,SIMULATIONS PLUS INC,0,0001023459
064930,31/1/05,01,TIBB,872449202,TIB FINANCIAL CORP,0,0001013796
064933,31/1/05,01,FUUN,36114R107,FUTURENET INC,0,
064934,31/1/05,01,INDT,45580R103,INDUS REALTY TRUST INC,0,0001037390
064935,31/1/05,01C,PNPN.,73929R105,POWER METALLIC MINES INC,0,
064941,31/1/05,01C,SPA.,846481109,SPANISH MOUNTAIN GOLD LTD,0,0001337090
064942,31/1/05,01,SRT.2,85593H999,STARTEK INC -OLD,0,
064943,31/1/05,01,ARMGQ,001944107,ARM FINANCIAL GROUP INC-CL A,0,0000910562
064944,31/1/05,01C,LUK.,694526104,PACIFIC LOTTERY CORP,0,0001227181
064945,31/1/05,01C,SGE.,86269P307,STRATEGEM CAPITAL CORP,0,
064946,31/1/05,01C,XOR.Z,983792102,X ORE RESOURCES INC,0,
064948,31/1/05,01C,GCM.Z,368910105,GEMCOM SOFTWARE INTL INC,0,
064953,31/1/05,01,AHFI,00387N102,ABSOLUTE HEALTH AND FITNESS,0,
064954,31/1/05,01C,AE.U,00433B201,ACCLAIM ENERGY TRUST,0,0001291993
064955,31/1/05,01,PEAK.1,G69586108,PEAK INTERNATIONAL LTD,0,0001036081
064956,31/1/05,01,TRUC,742963101,PROFESSIONAL TRANSN GRP INC,0,0001035120
064957,31/1/05,01,3GOPLE,37246F102,GEO PETROLEUM INC,0,0001016275
064962,31/1/05,01C,SNX.1,445532104,HUMPTY DUMPTY SNACK FOODS,0,
064963,31/1/05,01,3AOIXQ,037849106,APPLE ORTHODONTIX INC  -CL A,0,0001031176
064965,31/1/05,90,BYH,82935N107,SINOPEC BEIJING YANHUA PETRO,F,0001040472
064976,31/1/05,01C,HOT.Z,135928109,CANADIAN HTL INCM PPTYS REIT,0,
064979,31/1/05,01,PPBI,69478X105,PACIFIC PREMIER BANCORP INC,0,0001028918
064981,31/1/05,90,LQ.1,748718103,QUINENCO SA,F,0001040649
064983,31/1/05,01,SXTN,805630100,SAXTON INC,0,0001014488
064984,31/1/05,01,TDFX,88553X103,3DFX INTERACTIVE INC,0,0001010026
064985,31/1/05,01,WLKNQ,94155N105,WATERLINK INC,0,0001037682
064990,31/1/05,01,SPBV,84920J109,SPORTS POUCH BEVERAGE CO INC,0,0001338672
064991,31/1/05,01,NEWCQ,6435EV108,NEW CENTURY FINANCIAL CORP,0,0001287286
064993,31/1/05,01,NXCN,629471103,NXCHAIN INC,0,0001039757
064994,31/1/05,01,GVHR,374393106,GEVITY HR INC,0,0001035185
064997,31/1/05,01,FIX,199908104,COMFORT SYSTEMS USA INC,0,0001035983
065002,31/1/05,01C,WRS.Z,967908104,WILDROSE RESOURCES LTD,0,
065003,31/1/05,01,FRFC,336188107,FIRST ROBINSON FINANCIAL CP,0,0001035991
065005,31/1/05,01,ACBCQ,013288105,ALBINA COMMUNITY BANCORP,0,0001009908
065006,31/1/05,01,HLX,42330P107,HELIX ENERGY SOLUTIONS GROUP,0,0000866829
065007,31/1/05,01,CCMS,157901109,CHAMPION COMMUNICATION SVCS,0,0001028921
065009,31/1/05,01,AROC,03957W106,ARCHROCK INC,0,0001389050
065011,31/1/05,01,HSKA,42805E306,HESKA CORP,0,0001038133
065014,31/1/05,01,SCHK.1,806683108,SCHICK TECHNOLOGIES INC,0,
065015,31/1/05,01,DBMG,24024P106,DBM GLOBAL INC,0,0001038368
065016,31/1/05,01,GTHP,40171F501,GUIDED THERAPEUTICS INC,0,0000924515
065018,31/1/05,01C,MBT.,563486109,MANITOBA TELECOM SVCS INC,0,
065021,31/1/05,01,EGHT,282914100,8X8 INC,0,0001023731
065022,31/1/05,01,FBNW,33762X106,FIRSTBANK NW CORP/DE,0,0001035513
065026,31/1/05,01,OUTR,690070107,OUTERWALL INC,0,0000941604
065027,31/1/05,01,COPIQ,22575M100,CRESCENT OPERATING INC,0,0001035426
065030,31/1/05,01,CDYCF,14140U204,ZONIA HOLDINGS CORP,0,0001303936
065034,31/1/05,01,SHSO,83607W102,SOUND HEALTH SOLUTIONS INC,0,0001035181
065036,31/1/05,01,QUIK,74837P405,QUICKLOGIC CORP,0,0000882508
065042,31/1/05,01,CLRT,180489106,CLARIENT INC,0,0001038223
065045,31/1/05,01,INXI,46185W109,INX INC,0,0001020017
065046,31/1/05,02C,AFX.,02146U104,ALTERNATIVE FUEL SYS 2004,0,
065048,31/1/05,01,EOP,294741103,EQUITY OFFICE PROPERTIES TR,0,0001038339
065050,31/1/05,01,GLBZ,377407101,GLEN BURNIE BANCORP,0,0000890066
065052,31/1/05,01,MNTR,587183104,MENTOR CAPITAL INC,0,0001599117
065054,31/1/05,01,FLST,35952M303,FUELSTREAM INC,0,0001024920
065059,31/1/05,01,MDRA,58505W107,DCH TECHNOLOGY INC,0,0001061786
065062,31/1/05,01,HZPIQ,439902107,HORIZON PHARMACIES INC,0,0001036260
065064,31/1/05,01,PHSB,69335T107,PHSB FINANCIAL CORP,0,0001158026
065065,31/1/05,01C,IGO.Z,45867J105,INTERGOLD LTD,0,
065066,31/1/05,01,UDYN,904674108,UNIDYNE CORP,0,0000350678
065067,31/1/05,01,AIOD,037613106,APOLLO INTL DEL INC,0,0001012750
065069,31/1/05,01,MDST.,595440108,MID-STATE BANCSHARES,0,0001027324
065070,31/1/05,01C,PINK.,71385D107,PERIMETER MEDICAL IMAGING AI,0,0001818286
065071,31/1/05,01,ENYNF,29275G101,ENERNORTH INDUSTRIES INC,0,0001049021
065072,31/1/05,01,AMCS,001712108,AMICAS INC,0,0001028584
065074,31/1/05,02,MUSA.1,591324207,METALS USA INC,0,0001038363
065075,31/1/05,01,CMILF,13960M201,CAPELLA MINERALS LTD,0,0001441412
065076,31/1/05,01,FGOCQ,33765W105,FIRSTGOLD CORP,0,0000878808
065077,31/1/05,02C,PRT.,69358G107,PRT GROWING SERVICES LTD,0,
065080,31/1/05,02,DLGO,25250M204,DIALOG GROUP,0,0001051059
065084,31/1/05,01,CXW,21871N101,CORECIVIC INC,0,0001070985
065086,31/1/05,01,WWCC,98154Y103,WORLD WIDE CHILD CARE CORP,0,
065088,31/1/05,01,CMPP,158787101,CHAMPPS ENTMT INC,0,0001040328
065090,31/1/05,02,SDO.PC,797440203,SAN DIEGO GAS & ELECTRIC CO,1,0000086521
065092,31/1/05,02,PCG.PA,694308206,PACIFIC GAS & ELECTRIC CO,1,0000075488
065100,31/1/05,01,HMSI.,437333107,HOME SECURITY INTL INC,0,0001038262
065105,31/1/05,01,BJ.1,05548J106,BJ'S WHOLESALE CLUB INC,0,0001037461
065106,31/1/05,01,OZK,06417N103,BANK OZK,0,0001569650
065107,31/1/05,01,SSCC,84861E101,SPIRITS CAP CORP,0,0001881767
065108,31/1/05,01,JLL,48020Q107,JONES LANG LASALLE INC,0,0001037976
065112,31/1/05,01C,AAL.Z,000907105,ADS INC  -CL A,0,
065114,31/1/05,01,FTRLQ,36114Q307,FUTURELINK CORP,0,0001061399
065116,31/1/05,01C,GR.Z,38655W107,GRANDCRU RESOURCES CORP,0,
065117,31/1/05,01C,PPZ.H,694933300,PACIFIC TOPAZ RESOURCES LTD,0,
065119,31/1/05,01C,NL.,665378303,NORTHERN LION GOLD CORP,0,0001266695
065125,31/1/05,01C,GBE.Z,38522T105,GRAND BANKS ENERGY CORP,0,0000828545
065128,31/1/05,01,FOXX.1,351321104,FOX & HOUND RESTAURANT GROUP,0,0001035374
065130,31/1/05,01,RITT,M8215Q110,RIT TECHNOLOGIES LTD,0,0001041844
065133,31/1/05,01,CBKN,139793103,CAPITAL BANK CORP/NC,0,0001071992
065135,31/1/05,01,FGHLQ,358430106,FRIEDE GOLDMAN HALTER INC,0,0001039780
065136,31/1/05,01,PPBN,72345E102,PINNACLE BANKSHARES CORP,0,0001031233
065137,31/1/05,01,VRTK,922302104,VARTECH SYSTEMS  INC,0,0000846535
065139,31/1/05,01,SBSS,78401R101,SBS INTERACTIVE CO,0,0001085220
065141,31/1/05,01,NVLD.1,G6674P109,NOVEL DENIM HOLDINGS LTD,0,0001041868
065142,31/1/05,01,CTV.2,203372107,COMMSCOPE INC,0,0001035884
065148,31/1/05,01,TRBRQ,892782103,TRAILER BRIDGE INC,0,0001039184
065151,31/1/05,01C,SMG.1,82405L102,SHERMAG INC,0,
065152,31/1/05,01C,IPI.Z,44981C203,IPL INC,0,0000052530
065154,31/1/05,01,TGRP.1,879422103,TELEGROUP INC,0,0001037535
065156,31/1/05,01,CPS.1,170388102,CHOICEPOINT INC,0,0001040596
065158,31/1/05,01,SVIN,806403200,SCHEID VINEYARDS INC  -CL A,0,0001039213
065160,31/1/05,01,FMBP,321052102,FIRST MOUNTAIN BANK,0,0000859833
065162,31/1/05,01,LNKB,53578P105,LINKBANCORP INC,0,0001756701
065164,31/1/05,01C,GPE.Z,380680108,GOLD POINT ENERGY CORP,0,
065168,31/1/05,01C,WCU.H,957357205,WESTCAN URANIUM CORP,0,
065170,31/1/05,01,NTBKQ,640933107,NETBANK INC,0,0001035826
065171,31/1/05,01C,ADB.H,007131204,ADMIRAL BAY RESOURCES INC,0,
065173,31/1/05,01C,TMC.1,872944202,TM BIOSCIENCE CORP,0,
065176,31/1/05,01,EVBN,29911Q208,EVANS BANCORP INC,0,0000842518
065180,31/1/05,01,ONSM,682875208,ONSTREAM MEDIA CORP,0,0000919130
065183,31/1/05,01C,AZS.Z.,04059G106,ARIZONA STAR RESOURCE CORP,0,0000809103
065186,31/1/05,01,CEAH,14984J109,CEATECH USA INC,0,0000943941
065188,31/1/05,01C,EMR.,29103R105,EMERGENT METALS CORP,0,0001199392
065189,31/1/05,90,EDAP,268311107,EDAP TMS SA  -ADR,F,0001041934
065194,31/1/05,01,PFSY,694881103,PACIFIC SYSTEMS CONTROL TECH,0,0001034840
065196,31/1/05,01,AZUR.1,055013106,AZUREL LTD,0,0001000897
065197,31/1/05,01,3BSOG,06420Y104,BANK OF SALEM OREGON,0,
065198,31/1/05,01C,HSR.,437641103,HOMESTAKE RESOURCE CORP,0,0001524234
065200,31/1/05,01,FEII,34415W206,FOCUS ENTERTAINMENT INTL INC,0,0001093663
065203,31/1/05,01,RDXM,750483109,RADIX MARINE INC,0,0001030984
065208,31/1/05,01,BSEM,090684200,BIOSTEM TECHNOLOGIES INC,0,0001100392
065214,31/1/05,01,3DCBF,233075100,DCB FINANCIAL CORP,0,0001025877
065217,31/1/05,01,OCLR.,675744106,OCULAR SCIENCES INC,0,0000882484
065218,31/1/05,01,CGNT.1,19243A104,COGENTIX MEDICAL INC,0,0000894237
065220,31/1/05,01,CRZO,144577103,CARRIZO OIL & GAS INC,0,0001040593
065221,31/1/05,02,EAGGQ,269524203,EAGLE GEOPHYSICAL INC,0,0001039971
065225,31/1/05,01,OXBC,69140P100,OXFORD BANK CORP,0,0001473086
065226,31/1/05,01,QADB,74727D207,QAD INC,0,0001036188
065228,31/1/05,01,COLB,197236102,COLUMBIA BANKING SYSTEM INC,0,0000887343
065229,31/1/05,01,FBDS,16890Y203,FUSS BRANDS CORP,0,0000926844
065230,31/1/05,01,TRCY,895364107,TRI CITY BANKSHARES CORP,0,0000313337
065231,31/1/05,01,WGNB,92923K106,WGNB CORP,0,0001115568
065235,31/1/05,01,DHIL,25264R207,DIAMOND HILL INVESTMENT GRP,0,0000909108
065236,31/1/05,01,PEGS,705906105,PEGASUS SOLUTIONS INC,0,0001040261
065238,31/1/05,01C,RCL.,765907100,RIDLEY INC,0,
065239,31/1/05,04,CUPUF.1,G1893Y932,CARIBBEAN UTILTES CO LTD-OLD,0,
065241,31/1/05,01C,WOW.,98212M703,WOW UNLIMITED MEDIA INC,0,0001690808
065242,31/1/05,01,OMTL,681974309,OMTOOL LTD,0,0001020579
065243,31/1/05,01,NUVO.1,67072M301,NUVELO INC,0,
065244,31/1/05,01,GCOM,37956X103,GLOBECOMM SYSTEMS INC,0,0001031028
065247,31/1/05,01,HMNY,42327L309,HELIOS AND MATHESON ANALYTIC,0,0001040792
065248,31/1/05,90,MT,03938L203,ARCELORMITTAL,F,0001243429
065250,31/1/05,01C,MOG.2,60975V106,MONOGEN INC,0,
065251,31/1/05,01,PNP,69806L104,PAN PAC RETAIL PPTYS INC,0,0001040454
065254,31/1/05,01C,SIM.1,82967T105,SIROCCO MINING INC,0,0000906368
065257,31/1/05,01,EATC,270040207,EAGLETECH COMMUNICATIONS INC,0,0001101934
065259,31/1/05,01C,SN.H,81723C307,SENNEN POTASH CORP,0,0000846370
065261,31/1/05,01,WEDXF,956925101,WESTAIM CORP,0,0001108828
065262,31/1/05,01,SGTM,86934B105,SUSTAINABLE GREEN TEAM LTD,0,0001895251
065265,31/1/05,01C,ESV.H,26916H100,ESV RESOURCES LTD,0,
065266,31/1/05,01,FNBP.1,302930102,F N B CORP/VA,0,0001010961
065268,31/1/05,01,3SPOP,84762W101,SPECTRUM ORGANIC PRODUCTS,0,0001034992
065269,31/1/05,01,FTMX,302656103,FTM MEDIA INC,0,0001004991
065270,31/1/05,01,SYNT,87162H103,SYNTEL INC,0,0001040426
065273,31/1/05,01,3TRIPE,89417T106,TRAVELBYUS INC,0,0000355906
065274,31/1/05,01C,BNG.,08184N100,BENGAL ENERGY LTD,0,
065275,31/1/05,01,BFAM.1,109195107,BRIGHT HORIZONS FAMILY SOLTN,0,0001437578
065279,31/1/05,01,3DSCSE,254607104,DISCAS INC,0,0000786364
065280,31/1/05,01,INIS,45972C102,INTERNATIONAL ISOTOPES INC,0,0001038277
065281,31/1/05,01,ONST,68219Q106,ON STAGE ENTERTAINMENT INC,0,0001035514
065282,31/1/05,01,GARS.1,37945Y105,PATHWAYS GROUP INC,0,0001039759
065283,31/1/05,01,SFXC,81748P101,SEREFEX CORP,0,0000773937
065286,31/1/05,01,AEHR,00760J108,AEHR TEST SYSTEMS,0,0001040470
065287,31/1/05,01,AATK,02368F108,AMERICAN ACCESS TECHNOLOGIES,0,
065290,31/1/05,01,SLG,78440X887,SL GREEN REALTY CORP,0,0001040971
065292,31/1/05,90,TZA.1,901145102,TV AZTECA SA DE CV,F,0001023025
065294,31/1/05,01C,EOM.,27887T107,ECO ORO MINERALS CORP,0,0001408679
065298,31/1/05,09,MDPWL,595620873,MIDAMERICAN ENERGY CO,1,0000928576
065303,31/1/05,01,EYES.1,92831N101,VISION TWENTY-ONE INC,0,0001020258
065306,31/1/05,01,BUGS,902988104,U S MICROBICS INC,0,0000774454
065308,31/1/05,01,BYCX,07301P204,BAYOU CITY EXPLORATION INC,0,0001050957
065311,31/1/05,01,USLQ,902974104,U S LIQUIDS INC,0,0001041095
065312,31/1/05,01,ROBK,77866T305,ROTATE BLACK INC,0,0001020477
065317,31/1/05,01,KNDL,48880L107,KENDLE INTERNATIONAL INC,0,0001039151
065319,31/1/05,01C,GHL.,38150G102,GOLDHILLS HOLDING LTD,0,
065320,31/1/05,90,EURO.,29879R933,EUROTRUST A/S  -ADR -OLD,F,
065324,31/1/05,01C,UUU.1,91701P105,URANIUM ONE INC,0,0001433533
065325,31/1/05,01,STBK.,85915B100,STERLING BANKS INC,0,0001358697
065326,31/1/05,01C,VQE.,92833Y105,VISIONQUEST ENERGY GROUP INC,0,
065327,31/1/05,01,AORO,031724107,AMOROCORP INC,0,0001020367
065338,31/1/05,01,WRLFF,94110X107,WATCH RESOURCES LTD,0,0001172160
065341,31/1/05,01,ZEON,98944X100,ZEONS CORP,0,0001083479
065342,31/1/05,01,NTFY,669956401,NOTIFY TECHNOLOGY CORP,0,0001031980
065343,31/1/05,01,PSMT,741511109,PRICESMART INC,0,0001041803
065344,31/1/05,01,VTSI,92827K301,VIRTRA INC,0,0001085243
065345,31/1/05,01,ACAS,02503Y103,AMERICAN CAPITAL LTD,0,0000817473
065347,31/1/05,01C,MMO.,621178300,MOUNT DAKOTA ENERGY CORP,0,
065348,31/1/05,01,AGWTQ,049567100,ATMOSPHERIC GLOW TECH INC,0,0001020676
065349,31/1/05,01C,RM.,244916102,DEFI TECHNOLOGIES INC,0,0001888274
065350,31/1/05,01,3SOLUQ,834376105,SOLUTIA INC,0,0001043382
065353,31/1/05,01C,EEC.1,272128109,EAST ENERGY CORP,0,0001412253
065357,31/1/05,02C,HYB.UN,24022Y109,DDJ CDN HIGH YIELD FUND,7,
065360,31/1/05,01,CPTI.1,203915103,COMPASS PLASTICS & TECH INC,0,0001040525
065363,31/1/05,01,NEAU.1,66299Q939,NORTHEAST AUTOMTVE HLDGS-OLD,0,
065365,31/1/05,01,OMCC,65373A109,OLD MARKET CAPITAL CORP,0,0001000045
065366,31/1/05,01C,UGD.,90476X509,UNIGOLD INC,0,
065368,31/1/05,01,TPTH,896942109,TRIPATH IMAGING INC,0,0001041426
065372,31/1/05,01C,GXS.,38153U884,GOLDSOURCE MINES INC,0,0001299865
065374,31/1/05,01,OMEX,676118201,ODYSSEY MARINE EXPLORATION,0,0000798528
065376,31/1/05,01,SIGA,826917106,SIGA TECHNOLOGIES INC,0,0001010086
065378,31/1/05,03,LGCUF,550344600,LUNA GOLD CORP,0,0001331206
065379,31/1/05,01,EMITF,M37605124,ELBIT IMAGING LTD,0,0001027662
065380,31/1/05,01,ESLT,M3760D101,ELBIT SYSTEMS LTD,0,0001027664
065383,31/1/05,01,NASV,632554200,JAWZ INC,0,0001415998
065386,31/1/05,01,RFPX,74956R109,RFP EXPRESS INC,0,0000929425
065387,31/1/05,01,SEYE,826918104,SIGNATURE EYEWEAR INC,0,0001036292
065388,31/1/05,01C,PPH.H,018906107,ALLIED PACIFIC PPTYS & HOTEL,0,
065391,31/1/05,01,MCIC,62544A100,MULTICORP INTERNATIONAL INC,0,
065393,31/1/05,01,CLGRF,182873109,CLAUDE RESOURCES INC,0,0001173924
065397,31/1/05,01C,RSE.3,76116J109,RESOLUTE ENERGY INC,0,
065398,31/1/05,01C,DEP.Z.,243737103,DEEP RESOURCES LTD,0,
065399,31/1/05,01,MTOR,59001K100,MERITOR INC,0,0001113256
065404,31/1/05,01,7262B,917264202,URIGEN PHARMACEUTICALS -REDH,0,0000932352
065406,31/1/05,01,PETS,716382106,PETMED EXPRESS INC,0,0001040130
065409,31/1/05,01,GEGR,36255Q108,GAENSEL ENERGY GROUP INC,0,
065411,31/1/05,01C,SPG.H,86183X105,STONEPOINT GLOBAL BRANDS INC,0,
065412,31/1/05,01,TRKB,89235N109,TRACKBETS INTERNATIONAL INC,0,0001066722
065413,31/1/05,01,HILL,25848T109,DOT HILL SYSTEMS CORP,0,0001042783
065417,31/1/05,01,YUM,988498101,YUM BRANDS INC,0,0001041061
065418,31/1/05,01C,GEC.,37961F105,GLOBAL EDTN COMMUNITIES CORP,0,0001123870
065419,31/1/05,01,TSPT.1,87873E100,COYOTE SPORTS INC,0,0001040761
065421,31/1/05,01,FARO,311642102,FARO TECHNOLOGIES INC,0,0000917491
065422,31/1/05,01,KESE,49347V100,KEYSTONE ENERGY SERVICES INC,0,0001053243
065426,31/1/05,01,SHBK,82511E109,SHORE FINANCIAL CORP,0,0001045690
065429,31/1/05,01,3EMACE,26873X106,E MACHINERY.NET INC,0,0000844893
065430,31/1/05,01,PLCE,168905107,CHILDRENS PLACE INC,0,0001041859
065433,31/1/05,01,MDDVQ,58401N102,MED DIVERSIFIED INC,0,0000800181
065436,31/1/05,01,ITSW,460499106,INTERNATIONAL TOTAL SVCS INC,0,0001040993
065437,31/1/05,01,ECGA,29257H101,ENCOMPASS GROUP AFFILIATES,0,0001100820
065438,31/1/05,01,3NVSC,64156G300,NEVSTAR GAMING & ENTMT CORP,0,
065441,31/1/05,01C,MRE.,573459104,MARTINREA INTL INC,0,
065444,31/1/05,01,SSFN,860326107,STEWARDSHIP FINANCIAL CORP,0,0001023860
065448,31/1/05,01,RCNCQ,749361101,RCN CORP,0,0001041858
065449,31/1/05,01,UFAB.1,90467L209,UNIFAB INTERNATIONAL INC,0,0000101990
065450,31/1/05,01,GAXCQ,37941L206,GLOBAL AXCESS CORP,0,0000852570
065452,31/1/05,01,MHN,09255C106,BLACKROCK MUNIHLD NY QLTY FD,7,0001038186
065454,31/1/05,01,UNQT.1,90699Y938,UNION EQUITY INC-OLD,0,0001309323
065455,31/1/05,01,FGHH,33841N103,FLAGSHIP GLOBAL HEALTH INC,0,0001051985
065457,31/1/05,01,ISON,464895309,ISONICS CORP,0,0001023966
065458,31/1/05,01,3PNHV,72426C207,PIRANHA INTERACTIVE PUBG INC,0,
065459,31/1/05,01,SPCBQ,84762L105,SPECTRUM BRANDS HOLDINGS INC,0,0001487730
065460,31/1/05,01,RDCM,M81865111,RADCOM,0,0001016838
065461,31/1/05,01,TFRFF,M87482119,TEFRON LTD,0,0001044863
065462,31/1/05,01,RHCO,755255106,READEN HOLDING CORP,0,0001062668
065464,31/1/05,01,AMEN,023477300,AMEN PROPERTIES INC,0,0001037599
065467,31/1/05,01,FCCY,31986N102,1ST CONSTITUTION BANCORP,0,0001141807
065469,31/1/05,01,IDGR.,456061100,INDUSTRIAL DISTR GROUP INC,0,0001042351
065470,31/1/05,01,NUBC,667056105,NORTHUMBERLAND BANCORP,0,0001281189
065472,31/1/05,01,POWW.1,00199K932,AMMO INC -OLD,0,
065474,31/1/05,01,RLRN,75968L105,RENAISSANCE LEARNING INC,0,0001030484
065475,31/1/05,01,AEHZ,04516K104,ASIA ELECTRONICS HOLDING CO,0,0001041651
065476,31/1/05,01C,BVX.Z,101906105,BOW VALLEY ENERGY LTD,0,
065479,31/1/05,01,FPLYQ,359854106,FULLPLAY MEDIA SYSTEMS INC,0,0001060228
065482,31/1/05,01,STRZ.1,855086104,STAR BUFFET INC,0,0001043156
065483,31/1/05,01,STEL.1,85856G100,STELLARONE CORP,0,0001036070
065484,31/1/05,01,WALKQ,932036106,WALKING CO HOLDINGS INC,0,0001019439
065489,31/1/05,08,3XOHO,98417K106,XO HOLDINGS INC -CL A,0,0001111634
065491,31/1/05,01,PVSW,715710109,PERVASIVE SOFTWARE INC,0,0001042821
065493,31/1/05,01C,RSG.,761249309,RESSOURCES SEARCHGOLD INC,0,
065494,31/1/05,01,BEIQ,05538P104,BEI TECHNOLOGIES INC,0,0001041866
065496,31/1/05,01,MFL,09254P108,BLACKROCK MUNIHLD INVST QLTY,7,0001045126
065499,31/1/05,01,CCKM.CM,17299Z932,CIRCUIT CITY STORES  -CONSOL,0,
065500,31/1/05,01,NAT,G65773106,NORDIC AMERICAN TANKERS LTD,0,0001000177
065501,31/1/05,01,BCICF,077914307,BELL CANADA INTL INC,0,0001119954
065504,31/1/05,01,GMCC,361880305,GMC HOLDING CORP,0,0001064522
065508,31/1/05,01C,OWI.H,68244T109,ONE WORLD INVESTMENTS INC,0,
065510,31/1/05,01C,OLE.1,687082107,OROMIN EXPLORATIONS LTD,0,0001109141
065511,31/1/05,01C,PAR.H,69945R103,PARENT CAPITAL CORP,0,0001274172
065512,31/1/05,01,RSLCF,G7702U102,RSL COMMUNICATIONS  -CL A,0,0001036297
065513,31/1/05,01,ENGE,M40515104,ENGEL GENERAL DEVELOPERS LTD,0,0001045974
065515,31/1/05,01,ANNB,035848100,ANNAPOLIS BANCORP INC,0,0001041429
065518,31/1/05,01,PVMCF,72301P109,PINE VALLEY MINING CORP,0,0000749750
065521,31/1/05,01,TRAD,89267P105,TRADESTATION GROUP INC,0,0001111559
065523,31/1/05,01,SAMM.1,836303107,SOUTH AMERN MINERALS INC,0,0001034575
065525,31/1/05,01,FPWM,16077C107,CHARLESTOWNE PREM BEVERAGE,0,0001066978
065526,31/1/05,01,HCM.1,410761100,HANOVER CAPITAL MTG HOLDINGS,0,
065527,31/1/05,01,HYC,44913M105,HYPERCOM CORP,0,0001045769
065529,31/1/05,01,MYRA.,62856W104,MYRIAD ENTERTAINMT & RESORTS,0,0001042501
065530,31/1/05,01,SFTC,862792108,STRATESEC INC,0,0001037453
065531,31/1/05,01,3RBLG,775004104,ROEBLING FINANCIAL CORP INC,0,0001293283
065532,31/1/05,01,PCBK,69412V108,PACIFIC CONTINENTAL CORP,0,0001084717
065534,31/1/05,01C,VNN.Z,927930107,VISION 2000 EXPLORATION LTD,0,
065540,31/1/05,01,LSAK,64107N206,LESAKA TECHNOLOGIES INC,0,0001041514
065544,31/1/05,01,ACSEF,M01773106,ACS MOTION CONTROL LTD,0,0001038144
065548,31/1/05,01,CAC,133034108,CAMDEN NATIONAL CORP,0,0000750686
065550,31/1/05,01,LGTY.1,54140Y103,LOGILITY INC,0,0001043915
065551,31/1/05,01,PNLKQ,74266F100,PRO NET LINK CORP,0,0001048845
065552,31/1/05,01,INVE,45170X205,IDENTIV INC,0,0001036044
065553,31/1/05,01,TRMS,896263100,TRIMERIS INC,0,
065554,31/1/05,01,PWER.1,73930R102,POWER-ONE INC,0,0001042825
065556,31/1/05,01,NLY,035710839,ANNALY CAPITAL MANAGEMENT,0,0001043219
065560,31/1/05,01C,IW.,456820208,INFOWAVE SOFTWARE INC,0,0001074564
065563,31/1/05,01C,CDC.1,16938A100,CHINA DIAMOND CORP,0,
065569,31/1/05,01,ACMR.1,00086T103,A.C. MOORE ARTS & CRAFTS INC,0,0001042809
065570,31/1/05,01,AIPC,027070101,AMER ITALIAN PASTA CO  -CL A,0,0000849667
065571,31/1/05,01,CCWF,171334204,CHURCH & CRAWFORD INC,0,0001068886
065572,31/1/05,01,3DECG,243592300,DECOR GROUP INC,0,0001016393
065576,31/1/05,01,AMB,00163T109,AMB PROPERTY CORP,0,
065577,31/1/05,01,BRYN,117694109,RNETHEALTH INC,0,0001017822
065578,31/1/05,01,CRXA,21887F100,CORIXA CORP,0,0001042561
065581,31/1/05,90,BRPBY,059644104,BANCO SANTANDER ARGENTINA,F,0001515794
065582,31/1/05,01,CHOR,16949Q102,CHINA ORGANIC FERTILIZER INC,0,0001081944
065585,31/1/05,01,RENE.1,458651106,INTERCORP EXCELLE INC,0,0001039467
065587,31/1/05,01,NRCIB,637372301,NATIONAL RESEARCH CORP,0,0000070487
065588,31/1/05,01,SLRE,83415A201,SOLAR ENERGY LTD,0,0001058322
065589,31/1/05,01,SSBXQ,828251108,SILVER STATE BANCORP,0,0001362719
065590,31/1/05,01,SRI,86183P102,STONERIDGE INC,0,0001043337
065592,31/1/05,01,TKTL,891924102,TRACK N TRAIL INC,0,0001029932
065593,31/1/05,01,ROSI,90331T107,U S A FLORAL PRODUCTS INC,0,0001043438
065595,31/1/05,01C,BLOK.H,37892G107,GLOBALBLOCK DGTL AT TDG LTD,0,0001511414
065596,31/1/05,01C,SF.,82771N302,SILVER FIELDS RESOURCES INC,0,
065605,31/1/05,01,RBA,74935Q107,RB GLOBAL INC,0,0001046102
065607,31/1/05,01,OSIS,671044105,OSI SYSTEMS INC,0,0001039065
065608,31/1/05,01,BRINF,10779F203,BRIANA BIO-TECH INC,0,0000879324
065609,31/1/05,01,CHRW,12541W209,C H ROBINSON WORLDWIDE INC,0,0001043277
065610,31/1/05,01,MBRG,596094102,MIDDLEBURG FINANCIAL CORP,0,0000914138
065611,31/1/05,01,LNR.2,501940100,LNR PROPERTY CORP,0,0001043044
065613,31/1/05,01C,SAP.,802912105,SAPUTO INC,0,0001177650
065614,31/1/05,02C,SPB.,86828P103,SUPERIOR PLUS CORP,0,0002072564
065615,31/1/05,01,CHH,169905106,CHOICE HOTELS INTL INC,0,0001046311
065621,31/1/05,01,CLNH.1,15188T801,CENTERLINE HOLDING CO,0,0001043325
